img_id,lng,lat,city_id,city_name,country,continent,heading,pano_id,date,img_name_0,img_name_1,img_name_2
80047,-73.89725307977359,40.60820802780862,8,new_york,america,north_america,148,KXeszVB4qf2Hyq0xTDYSMQ,2017-10,80047_148.jpg,80047_268.jpg,80047_028.jpg
80048,-73.9560518,40.7796957,8,new_york,america,north_america,137,RR7MsfeAB4a7Qvylrge__w,2019-06,80048_137.jpg,80048_257.jpg,80048_017.jpg
80049,-73.95441119961771,40.7176190859672,8,new_york,america,north_america,326,Zi3Vxd9C35bqwO6BSJQSpw,2020-11,80049_326.jpg,80049_086.jpg,80049_206.jpg
80050,-73.89516918239329,40.70501387986099,8,new_york,america,north_america,23,1NT2UOZFK-sb4mjYNBAs2w,2018-06,80050_023.jpg,80050_143.jpg,80050_263.jpg
80051,-73.86820887390127,40.69315642268159,8,new_york,america,north_america,296,mm52OujPas9vXGhjqfApgw,2018-06,80051_296.jpg,80051_056.jpg,80051_176.jpg
80052,-74.0057342,40.6569409,8,new_york,america,north_america,23,jtjLdcCh7HUseCR2HINrrg,2019-07,80052_023.jpg,80052_143.jpg,80052_263.jpg
80053,-73.96520442485661,40.74618767489677,8,new_york,america,north_america,277,zQnNCqkvClWIcSicjK50ZQ,2020-11,80053_277.jpg,80053_037.jpg,80053_157.jpg
80054,-73.8734164,40.7740423,8,new_york,america,north_america,63,Io0JBdfsvTtGEzbwvGboiw,2016-08,80054_063.jpg,80054_183.jpg,80054_303.jpg
80055,-73.8989803,40.6795988,8,new_york,america,north_america,243,BAxkZatkTrtnviIXQIPIpg,2019-11,80055_243.jpg,80055_003.jpg,80055_123.jpg
80056,-73.92562296375863,40.78872532871812,8,new_york,america,north_america,344,6zDcgCf3gq617DWYFsCr6w,2019-05,80056_344.jpg,80056_104.jpg,80056_224.jpg
80057,-73.86407551527287,40.75971851955282,8,new_york,america,north_america,6,2xMP_KEoq-djreIYrivicw,2017-12,80057_006.jpg,80057_126.jpg,80057_246.jpg
80058,-73.91845559351574,40.68839657101159,8,new_york,america,north_america,298,qRYq94AsKLh1N3JVPazPRw,2020-10,80058_298.jpg,80058_058.jpg,80058_178.jpg
80059,-73.84163952988226,40.71665933547405,8,new_york,america,north_america,365,afxukRXt5QX30J0GLR-ASg,2018-09,80059_365.jpg,80059_125.jpg,80059_245.jpg
80060,-73.85976851139385,40.6726705413465,8,new_york,america,north_america,330,mJbKxaHdJ8zVytqBL88WEw,2013-09,80060_330.jpg,80060_090.jpg,80060_210.jpg
80061,-73.93358208806379,40.79055917935482,8,new_york,america,north_america,295,X22tmoj9NHub_uVg8l8eqg,2016-10,80061_295.jpg,80061_055.jpg,80061_175.jpg
80062,-73.8642227,40.744703,8,new_york,america,north_america,318,kNuYD3ET_Nxpd5cctp4pRA,2017-11,80062_318.jpg,80062_078.jpg,80062_198.jpg
80063,-73.87938776670921,40.63683004978284,8,new_york,america,north_america,360,LCxUOQsI3yurRUBl_SumOA,2019-11,80063_360.jpg,80063_120.jpg,80063_240.jpg
80064,-73.88224639350254,40.77761709755996,8,new_york,america,north_america,184,NNvzp9RiTy4HauZZEkf1CQ,2017-11,80064_184.jpg,80064_304.jpg,80064_064.jpg
80065,-74.00245082208565,40.69561428996026,8,new_york,america,north_america,190,FG-RnwomnA-CgrrjZhhrqA,2014-07,80065_190.jpg,80065_310.jpg,80065_070.jpg
80066,-73.92440625077921,40.79161364687462,8,new_york,america,north_america,223,Wa5YpKgVOE7Hcu8lPhsRjg,2019-05,80066_223.jpg,80066_343.jpg,80066_103.jpg
80067,-73.88360468154244,40.70602329969574,8,new_york,america,north_america,46,lZhT27zSZkcjPXtqUOc44g,2018-06,80067_046.jpg,80067_166.jpg,80067_286.jpg
80068,-73.9603979,40.6199426,8,new_york,america,north_america,155,DWdiu--xe8eUWBFsBUrLrQ,2020-11,80068_155.jpg,80068_275.jpg,80068_035.jpg
80069,-73.94047519440532,40.75443767170837,8,new_york,america,north_america,193,hI9ge83aICSbI-5KJXdC-w,2020-11,80069_193.jpg,80069_313.jpg,80069_073.jpg
80070,-74.01147142107544,40.72024535737267,8,new_york,america,north_america,189,LwwpEFhuwDlVGtwnHPjjXA,2019-07,80070_189.jpg,80070_309.jpg,80070_069.jpg
80071,-73.90744330054969,40.63145773875699,8,new_york,america,north_america,245,89e_FKOwzmj3A15RQmjMkg,2013-08,80071_245.jpg,80071_005.jpg,80071_125.jpg
80072,-74.01200817905608,40.71198715729734,8,new_york,america,north_america,258,f6kqo7SKEvGlDKAdSe7Ucg,2016-07,80072_258.jpg,80072_018.jpg,80072_138.jpg
80073,-74.01493565572532,40.76543140241822,8,new_york,america,north_america,95,djS7uhV3Bhz6FzHocr3euQ,2017-09,80073_095.jpg,80073_215.jpg,80073_335.jpg
80074,-73.96167055587036,40.62760179698256,8,new_york,america,north_america,277,OeIRDlVDnCTgsi97Qp3jCw,2020-11,80074_277.jpg,80074_037.jpg,80074_157.jpg
80075,-73.9339499,40.7682101,8,new_york,america,north_america,11,9IPMJ8fzBMKXRPuWlb0Uzw,2009-06,80075_011.jpg,80075_131.jpg,80075_251.jpg
80076,-73.91074779908668,40.67353124407114,8,new_york,america,north_america,290,MEfi4y3c8EHhmlzvefyuHQ,2019-11,80076_290.jpg,80076_050.jpg,80076_170.jpg
80077,-73.90604976128202,40.71367808396755,8,new_york,america,north_america,122,AWyf8-wJmjjMMlwRSkCczA,2018-07,80077_122.jpg,80077_242.jpg,80077_002.jpg
80078,-73.90196,40.7800757,8,new_york,america,north_america,247,K5L5exF3o4X_4pUJ-gkZkQ,2013-09,80078_247.jpg,80078_007.jpg,80078_127.jpg
80079,-73.89584394824672,40.62270168246141,8,new_york,america,north_america,317,DYvSUSRDGMQXcR2qQ32IFg,2019-11,80079_317.jpg,80079_077.jpg,80079_197.jpg
80080,-73.9896435500065,40.77373753326231,8,new_york,america,north_america,296,YJ3QB4MomOm6y12lWYLWcg,2017-10,80080_296.jpg,80080_056.jpg,80080_176.jpg
80081,-74.0054109,40.7811153,8,new_york,america,north_america,318,EQlLoCuj1DzclLO7BaAC7Q,2011-10,80081_318.jpg,80081_078.jpg,80081_198.jpg
80082,-73.83627655527685,40.69283272613665,8,new_york,america,north_america,175,uyOH3pZqDYG7LFDa8bhe2A,2020-11,80082_175.jpg,80082_295.jpg,80082_055.jpg
80083,-73.883327,40.6960081,8,new_york,america,north_america,192,1ybDmc5GhQ4PLy6xKYdmfA,2017-09,80083_192.jpg,80083_312.jpg,80083_072.jpg
80084,-73.89798705905329,40.78058764712011,8,new_york,america,north_america,127,SRPV0gATHiIG15nhrE19Gg,2017-12,80084_127.jpg,80084_247.jpg,80084_007.jpg
80085,-73.8973527,40.7523754,8,new_york,america,north_america,202,lfLFm_ONJc0Gl5RXjO77KA,2019-11,80085_202.jpg,80085_322.jpg,80085_082.jpg
80086,-73.90931,40.7450043,8,new_york,america,north_america,259,HtNgXGKzlma_B2UKEMplyw,2020-11,80086_259.jpg,80086_019.jpg,80086_139.jpg
80087,-73.93544467345774,40.59691628248871,8,new_york,america,north_america,280,mdaghrnkDjrfKreqiSw1yw,2019-10,80087_280.jpg,80087_040.jpg,80087_160.jpg
80088,-73.84268578640454,40.64833431470348,8,new_york,america,north_america,257,Q5Omkc8KyMwHQXo0KDG8sA,2018-06,80088_257.jpg,80088_017.jpg,80088_137.jpg
80089,-73.90816924299698,40.63541598767797,8,new_york,america,north_america,11,uGHgmF1qD93M6LW18cS9Xw,2018-06,80089_011.jpg,80089_131.jpg,80089_251.jpg
80090,-73.99355280034872,40.70620306084297,8,new_york,america,north_america,228,C-qtMZuizdOz-PJM7_r03w,2016-10,80090_228.jpg,80090_348.jpg,80090_108.jpg
80091,-74.0119470240917,40.73418899662916,8,new_york,america,north_america,26,PqLPBmSgXoszlOq-8bsMSQ,2014-07,80091_026.jpg,80091_146.jpg,80091_266.jpg
80092,-73.93102617144346,40.61170658259221,8,new_york,america,north_america,56,bcZrvfUj6B8Y8PLsiWec-w,2019-07,80092_056.jpg,80092_176.jpg,80092_296.jpg
80093,-73.97207691109995,40.64647540164135,8,new_york,america,north_america,21,BNBLgSXanF-aqoecYqLUqQ,2020-11,80093_021.jpg,80093_141.jpg,80093_261.jpg
80094,-73.93838703271987,40.60930941671214,8,new_york,america,north_america,295,KkhiTf8bJCmNLL5uj3PCzA,2019-07,80094_295.jpg,80094_055.jpg,80094_175.jpg
80095,-73.87056958005667,40.67385143560463,8,new_york,america,north_america,63,6R12N7E66bFsTKGfrtXZ4Q,2018-06,80095_063.jpg,80095_183.jpg,80095_303.jpg
80096,-74.01071097603341,40.60105483647778,8,new_york,america,north_america,11,axJp8a-baRk1QjBenn0tgw,2019-11,80096_011.jpg,80096_131.jpg,80096_251.jpg
80097,-73.93675134423488,40.6222129202869,8,new_york,america,north_america,152,9tw1_GxvH_qmhZ0349TI7A,2019-11,80097_152.jpg,80097_272.jpg,80097_032.jpg
80098,-73.9697622,40.6413426,8,new_york,america,north_america,30,iR_6CE2QP-tmuhufcXlU3Q,2020-11,80098_030.jpg,80098_150.jpg,80098_270.jpg
80099,-73.95621258662078,40.6590528047526,8,new_york,america,north_america,81,1-L0lFJe12b-5ImYuQdThA,2020-11,80099_081.jpg,80099_201.jpg,80099_321.jpg
80100,-73.95487276434119,40.76219958754205,8,new_york,america,north_america,187,iFM73GldknZMGK3Ksc3qBA,2020-11,80100_187.jpg,80100_307.jpg,80100_067.jpg
80101,-73.93076549172709,40.64575153494723,8,new_york,america,north_america,71,C8O3TDHcWJ1lmu7JX3S_TQ,2020-11,80101_071.jpg,80101_191.jpg,80101_311.jpg
80102,-73.85299373021148,40.69069843098209,8,new_york,america,north_america,295,0eaSU5rMg-_Bi--QqqqZXw,2018-08,80102_295.jpg,80102_055.jpg,80102_175.jpg
80103,-73.97773944921455,40.69297161159102,8,new_york,america,north_america,260,QNG8--M47lh_vUnk9lMpag,2020-11,80103_260.jpg,80103_020.jpg,80103_140.jpg
80104,-73.9888375516092,40.69349608138463,8,new_york,america,north_america,87,66K1EM5Gife2R1ifIK6WCQ,2020-11,80104_087.jpg,80104_207.jpg,80104_327.jpg
80105,-73.84512648428203,40.77980672190108,8,new_york,america,north_america,174,md5OpB5wVlPiifwltvoeJw,2019-11,80105_174.jpg,80105_294.jpg,80105_054.jpg
80106,-73.911983,40.7293096,8,new_york,america,north_america,97,cTjezzEy2nNgueLqPpzmNQ,2020-10,80106_097.jpg,80106_217.jpg,80106_337.jpg
80107,-74.01252289801279,40.60179269957595,8,new_york,america,north_america,38,FFbKTR9JLifaA8quGqHMPg,2019-11,80107_038.jpg,80107_158.jpg,80107_278.jpg
80108,-73.88793146835147,40.67176588937188,8,new_york,america,north_america,291,BLofwAekY7Ynyepk2NIRGQ,2019-11,80108_291.jpg,80108_051.jpg,80108_171.jpg
80109,-73.86745746757774,40.68436400055418,8,new_york,america,north_america,110,h3-hspewZ6MoBwbEdIV9Sw,2018-06,80109_110.jpg,80109_230.jpg,80109_350.jpg
80110,-73.98228462686461,40.69737887185849,8,new_york,america,north_america,138,CfiD8YR7v0RB63KdWOgi4Q,2019-07,80110_138.jpg,80110_258.jpg,80110_018.jpg
80111,-73.93780583486925,40.64875550236782,8,new_york,america,north_america,28,oN7QZiawyd8G52oexHUUdg,2020-11,80111_028.jpg,80111_148.jpg,80111_268.jpg
80112,-73.93151118832759,40.64404037148882,8,new_york,america,north_america,56,sq9M4liBWA1p0wGZvz0IwA,2020-11,80112_056.jpg,80112_176.jpg,80112_296.jpg
80113,-73.91010225149009,40.5979748191795,8,new_york,america,north_america,288,pF8biZTpiiRMwGd92XcWew,2019-10,80113_288.jpg,80113_048.jpg,80113_168.jpg
80114,-73.8272731542874,40.74558236084904,8,new_york,america,north_america,76,wP3gsTuIOYv59y6Q6TBQ3A,2012-05,80114_076.jpg,80114_196.jpg,80114_316.jpg
80115,-73.95555734029307,40.7001221523693,8,new_york,america,north_america,344,tupfBE6ZqEsZR2etqW3adQ,2020-11,80115_344.jpg,80115_104.jpg,80115_224.jpg
80116,-73.9058004991927,40.69823845703228,8,new_york,america,north_america,169,f54G9Um6UY2NBNDwBB98Aw,2019-11,80116_169.jpg,80116_289.jpg,80116_049.jpg
80117,-74.00057102042987,40.76968414933162,8,new_york,america,north_america,137,LEMuX_EcKyu1n3eHGVlLBQ,2015-06,80117_137.jpg,80117_257.jpg,80117_017.jpg
80118,-73.90762592677942,40.61888747025345,8,new_york,america,north_america,350,HRFafUeJov3SS8912sSkOA,2018-06,80118_350.jpg,80118_110.jpg,80118_230.jpg
80119,-73.96092371955726,40.6101420908054,8,new_york,america,north_america,242,uPXQmVi0Rp0lTCVhj2hcLQ,2020-11,80119_242.jpg,80119_002.jpg,80119_122.jpg
80120,-74.01756154571632,40.67760139303679,8,new_york,america,north_america,229,uuTxGs4S09WJIJ_GNLznMw,2020-11,80120_229.jpg,80120_349.jpg,80120_109.jpg
80121,-73.98376040406953,40.61624980840796,8,new_york,america,north_america,210,_uvVTo3uuf9XyDzwv_kK3g,2019-11,80121_210.jpg,80121_330.jpg,80121_090.jpg
80122,-73.86631031385912,40.72133792540128,8,new_york,america,north_america,258,bmzHhgsnwmTCbQr3DwX4tA,2020-11,80122_258.jpg,80122_018.jpg,80122_138.jpg
80123,-73.8898557,40.603215,8,new_york,america,north_america,143,rZb6gGOplABDPHTBl-PSyA,2019-11,80123_143.jpg,80123_263.jpg,80123_023.jpg
80124,-73.8440163,40.7398127,8,new_york,america,north_america,315,i3ye8jd5S1FaCHlKMe0zFg,2018-09,80124_315.jpg,80124_075.jpg,80124_195.jpg
80125,-73.9165585,40.7353384,8,new_york,america,north_america,141,ksVU9VIMo_HtLgJ8k--UEA,2019-10,80125_141.jpg,80125_261.jpg,80125_021.jpg
80126,-73.88830196742998,40.7452208685003,8,new_york,america,north_america,190,V82CNU2ZhGxOUhI4b2gasQ,2020-11,80126_190.jpg,80126_310.jpg,80126_070.jpg
80127,-73.9981938330379,40.59455568755134,8,new_york,america,north_america,305,kJ2-luiZejYANjwpiB4Z9g,2019-10,80127_305.jpg,80127_065.jpg,80127_185.jpg
80128,-73.88929715378733,40.76153405226574,8,new_york,america,north_america,280,8jztylCXEt6QUwLAXgTQ2A,2020-11,80128_280.jpg,80128_040.jpg,80128_160.jpg
80129,-73.8685015,40.7334032,8,new_york,america,north_america,119,fyBjTY1FAxsLEfgzrqvZpQ,2020-11,80129_119.jpg,80129_239.jpg,80129_359.jpg
80130,-73.86659129171059,40.73716092243995,8,new_york,america,north_america,239,UcuABG6BQjST4QAfZ2rEsQ,2020-11,80130_239.jpg,80130_359.jpg,80130_119.jpg
80131,-73.91317080045748,40.73577632010292,8,new_york,america,north_america,306,YYJpE33IZfej7oFc2pbHmw,2019-10,80131_306.jpg,80131_066.jpg,80131_186.jpg
80132,-73.90228287574395,40.72704420290119,8,new_york,america,north_america,79,5AhkTc7PMW_-8tOWf3676A,2020-11,80132_079.jpg,80132_199.jpg,80132_319.jpg
80133,-73.89286048672223,40.63405581056336,8,new_york,america,north_america,358,Dy29TkCXsnBE4I3N1tsV5Q,2018-08,80133_358.jpg,80133_118.jpg,80133_238.jpg
80134,-73.97936308917674,40.70828789864458,8,new_york,america,north_america,224,hOd0VH3AwMQiHUItUHez6g,2016-10,80134_224.jpg,80134_344.jpg,80134_104.jpg
80135,-73.8431191,40.6749208,8,new_york,america,north_america,303,z3I0f4vqyyWwV9ZxRQRwSQ,2020-11,80135_303.jpg,80135_063.jpg,80135_183.jpg
80136,-73.9406847702331,40.77839650636939,8,new_york,america,north_america,7,idMR5u2FtN8NX8u_uTtigw,2016-10,80136_007.jpg,80136_127.jpg,80136_247.jpg
80137,-73.8620205,40.7240666,8,new_york,america,north_america,56,MjGfa7Jec6mdHd7JvwqZcQ,2019-10,80137_056.jpg,80137_176.jpg,80137_296.jpg
80138,-73.96386607359607,40.79072726942013,8,new_york,america,north_america,148,kuZnacADFpgp7xVT37lUSQ,2018-07,80138_148.jpg,80138_268.jpg,80138_028.jpg
80139,-73.96564407739696,40.67139806107411,8,new_york,america,north_america,245,CNgRpMVsn4G1q9hN-ma9uQ,2014-07,80139_245.jpg,80139_005.jpg,80139_125.jpg
80140,-73.92746941776767,40.68995553004214,8,new_york,america,north_america,4,d3Ur46Qop_IQjFojyPs6sg,2020-11,80140_004.jpg,80140_124.jpg,80140_244.jpg
80141,-73.9964254332054,40.6440151849274,8,new_york,america,north_america,343,pEebYMUNI4P9QM2nV7425A,2019-07,80141_343.jpg,80141_103.jpg,80141_223.jpg
80142,-73.93295615575866,40.7463620387752,8,new_york,america,north_america,201,CJ0HvOOHGk43xey8HImyGw,2020-11,80142_201.jpg,80142_321.jpg,80142_081.jpg
80143,-73.84802932143216,40.71448701661463,8,new_york,america,north_america,149,Jd0dYd8m3cVkyLK6Pk_BkA,2019-08,80143_149.jpg,80143_269.jpg,80143_029.jpg
80144,-74.01107349411384,40.66646290177016,8,new_york,america,north_america,251,8vFbyk4MKo9xZ64GF8ePEQ,2020-11,80144_251.jpg,80144_011.jpg,80144_131.jpg
80145,-73.8898557,40.603215,8,new_york,america,north_america,250,rZb6gGOplABDPHTBl-PSyA,2019-11,80145_250.jpg,80145_010.jpg,80145_130.jpg
80146,-73.9595952593298,40.69130047530626,8,new_york,america,north_america,150,AV-FHtogRBVkH997dusy5w,2020-11,80146_150.jpg,80146_270.jpg,80146_030.jpg
80147,-73.84994674361887,40.72977202131105,8,new_york,america,north_america,319,WEumYBFEbX88w9X9Zf9yHg,2019-10,80147_319.jpg,80147_079.jpg,80147_199.jpg
80148,-74.01605318032892,40.70201622572611,8,new_york,america,north_america,164,UcLXmgh8M_wWHH0iThLd0Q,2015-07,80148_164.jpg,80148_284.jpg,80148_044.jpg
80149,-73.91882267944798,40.68686633250054,8,new_york,america,north_america,1,wa4RdMM2GT_almgovM3xiQ,2019-11,80149_001.jpg,80149_121.jpg,80149_241.jpg
80150,-73.97951407438433,40.7389852125509,8,new_york,america,north_america,358,YRMujn7zVCT0Numx261bPA,2019-07,80150_358.jpg,80150_118.jpg,80150_238.jpg
80151,-73.93371777614146,40.7174549490385,8,new_york,america,north_america,296,Rs9r3MnvspLQTnDq0ct54w,2020-10,80151_296.jpg,80151_056.jpg,80151_176.jpg
80152,-73.92566562026474,40.64407963168846,8,new_york,america,north_america,116,zSMLNzwqUO1dCB9GkJW8yw,2020-11,80152_116.jpg,80152_236.jpg,80152_356.jpg
80153,-73.95327281228718,40.61483430954118,8,new_york,america,north_america,268,KHVHfXw-CSt1udWLsust7Q,2019-10,80153_268.jpg,80153_028.jpg,80153_148.jpg
80154,-73.85184486747121,40.66453166794341,8,new_york,america,north_america,212,8RtIT5VjdE2MAEpYrwi2Hg,2020-11,80154_212.jpg,80154_332.jpg,80154_092.jpg
80155,-73.97815347411427,40.60527249538737,8,new_york,america,north_america,289,d3TrF3zdi-7wyvRx-FEogQ,2019-11,80155_289.jpg,80155_049.jpg,80155_169.jpg
80156,-73.97110364928176,40.60685083074328,8,new_york,america,north_america,252,2oGne2Rs8FGrB3trg0Faew,2019-10,80156_252.jpg,80156_012.jpg,80156_132.jpg
80157,-73.90414153670781,40.77113668250519,8,new_york,america,north_america,103,BJxlEaLXylBaOj0DUkIMyg,2019-10,80157_103.jpg,80157_223.jpg,80157_343.jpg
